0,patient1,patient2,patient3,patient4,patient5,patient6,patient7,patient8,patient9,patient10
SNAR-A6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-A7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-A8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-A9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SNAR-C4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-E,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
SNAR-F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-G1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-G2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNAR-I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNCA,494.0,891.0,895.0,345.0,1365.0,770.0,609.0,277.0,1479.0,1031.0
SNCA-AS1,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0
SNCAIP,312.0,451.0,574.0,238.0,742.0,283.0,543.0,287.0,510.0,378.0
SNCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNCG,1213.0,2372.0,2893.0,873.0,1792.0,1285.0,1101.0,1387.0,1800.0,1154.0
SND1,1008.0,1263.0,1206.0,690.0,1224.0,1272.0,884.0,541.0,1116.0,1209.0
SND1-IT1,42.0,18.0,9.0,40.0,22.0,29.0,13.0,15.0,2.0,10.0
SNED1,315.0,494.0,192.0,209.0,325.0,409.0,184.0,229.0,144.0,226.0
SNF8,513.0,690.0,878.0,279.0,560.0,474.0,345.0,329.0,720.0,457.0
SNHG1,211.0,289.0,124.0,103.0,181.0,171.0,212.0,363.0,310.0,156.0
SNHG10,151.0,224.0,103.0,114.0,46.0,123.0,133.0,109.0,103.0,121.0
SNHG11,76.0,234.0,257.0,118.0,269.0,106.0,100.0,98.0,270.0,100.0
SNHG12,101.0,39.0,22.0,39.0,49.0,58.0,52.0,144.0,60.0,30.0
SNHG15,806.0,911.0,469.0,419.0,516.0,596.0,472.0,578.0,684.0,391.0
SNHG16,2006.0,2496.0,2070.0,1585.0,2189.0,2151.0,2149.0,2145.0,2961.0,2459.0
SNHG17,418.0,635.0,566.0,428.0,300.0,387.0,441.0,257.0,636.0,388.0
SNHG18,3.0,0.0,2.0,0.0,0.0,1.0,7.0,0.0,10.0,8.0
SNHG19,5.0,2.0,7.0,5.0,11.0,6.0,7.0,24.0,18.0,12.0
SNHG20,92.0,236.0,104.0,179.0,90.0,94.0,135.0,435.0,93.0,96.0
SNHG21,111.0,93.0,67.0,50.0,110.0,63.0,61.0,53.0,151.0,56.0
SNHG22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNHG24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNHG25,11.0,4.0,3.0,2.0,1.0,4.0,3.0,24.0,1.0,2.0
SNHG3,138.0,294.0,129.0,135.0,150.0,172.0,153.0,293.0,208.0,140.0
SNHG4,17.0,37.0,26.0,31.0,27.0,22.0,29.0,37.0,17.0,37.0
SNHG5,1234.0,670.0,2309.0,632.0,2010.0,530.0,1331.0,564.0,2161.0,1026.0
SNHG6,540.0,440.0,666.0,369.0,551.0,505.0,497.0,557.0,1172.0,638.0
SNHG7,775.0,1105.0,1136.0,390.0,514.0,998.0,719.0,495.0,909.0,557.0
SNHG8,491.0,613.0,635.0,319.0,593.0,464.0,460.0,844.0,1128.0,570.0
SNHG9,185.0,121.0,47.0,48.0,59.0,73.0,44.0,361.0,117.0,35.0
SNIP1,158.0,266.0,196.0,166.0,107.0,263.0,200.0,189.0,211.0,202.0
SNN,2226.0,2185.0,1240.0,1092.0,1085.0,1483.0,1231.0,414.0,824.0,1575.0
SNORA1,5.0,3.0,1.0,3.0,1.0,5.0,0.0,1.0,0.0,2.0
SNORA10,12.0,13.0,4.0,10.0,6.0,14.0,13.0,25.0,4.0,2.0
SNORA11,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
SNORA11B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA11C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SNORA11D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA11E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA12,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
SNORA13,0.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0
SNORA14A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA14B,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SNORA15,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
SNORA16A,0.0,0.0,2.0,2.0,1.0,2.0,6.0,2.0,1.0,1.0
SNORA16B,2.0,0.0,1.0,3.0,0.0,5.0,1.0,4.0,1.0,1.0
SNORA17,0.0,8.0,1.0,2.0,0.0,7.0,3.0,0.0,3.0,2.0
SNORA18,11.0,2.0,4.0,9.0,4.0,5.0,7.0,9.0,2.0,2.0
SNORA19,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
SNORA20,1.0,1.0,4.0,5.0,1.0,3.0,0.0,10.0,1.0,1.0
SNORA21,2.0,19.0,4.0,15.0,4.0,7.0,17.0,13.0,7.0,5.0
SNORA22,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
SNORA23,0.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0
SNORA24,9.0,11.0,8.0,13.0,9.0,7.0,11.0,25.0,13.0,6.0
SNORA25,15.0,11.0,10.0,20.0,7.0,5.0,17.0,12.0,3.0,3.0
SNORA26,3.0,4.0,1.0,0.0,4.0,2.0,3.0,3.0,2.0,3.0
SNORA27,9.0,4.0,5.0,3.0,1.0,6.0,6.0,8.0,5.0,3.0
SNORA28,8.0,9.0,4.0,5.0,4.0,2.0,5.0,4.0,1.0,4.0
SNORA29,5.0,7.0,1.0,6.0,8.0,8.0,8.0,12.0,5.0,4.0
SNORA2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA2B,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
SNORA31,8.0,12.0,3.0,15.0,10.0,5.0,9.0,113.0,7.0,12.0
SNORA32,5.0,1.0,2.0,11.0,5.0,4.0,10.0,6.0,1.0,9.0
SNORA33,1.0,4.0,1.0,8.0,0.0,4.0,6.0,14.0,4.0,4.0
SNORA34,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
SNORA35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA36A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA36B,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0
SNORA36C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA37,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
SNORA38,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0
SNORA38B,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SNORA4,7.0,12.0,4.0,11.0,16.0,7.0,9.0,10.0,4.0,3.0
SNORA40,10.0,5.0,2.0,10.0,0.0,7.0,16.0,1.0,3.0,3.0
SNORA41,8.0,3.0,6.0,2.0,1.0,2.0,5.0,10.0,7.0,2.0
SNORA43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
SNORA44,1.0,2.0,0.0,2.0,1.0,2.0,1.0,12.0,0.0,1.0
SNORA45A,2.0,6.0,1.0,2.0,1.0,1.0,0.0,6.0,1.0,3.0
SNORA45B,1.0,4.0,1.0,3.0,0.0,4.0,1.0,0.0,5.0,1.0
SNORA46,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
SNORA47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
SNORA48,20.0,53.0,9.0,17.0,8.0,24.0,24.0,14.0,9.0,12.0
SNORA49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA51,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
SNORA52,3.0,6.0,0.0,1.0,0.0,3.0,1.0,3.0,1.0,2.0
SNORA53,4.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0
SNORA54,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0
SNORA55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
SNORA57,4.0,11.0,1.0,0.0,3.0,9.0,3.0,10.0,8.0,4.0
SNORA58,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0
SNORA59A,2.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0
SNORA59B,2.0,2.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0
SNORA5A,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SNORA5B,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA5C,1.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
SNORA6,3.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0
SNORA60,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA61,13.0,11.0,2.0,7.0,2.0,6.0,4.0,10.0,4.0,2.0
SNORA62,2.0,4.0,0.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0
SNORA63,9.0,14.0,4.0,10.0,15.0,13.0,8.0,14.0,8.0,11.0
SNORA64,22.0,27.0,10.0,15.0,11.0,15.0,19.0,21.0,8.0,8.0
SNORA65,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0
SNORA66,4.0,0.0,0.0,1.0,0.0,1.0,5.0,2.0,1.0,1.0
SNORA67,69.0,182.0,56.0,89.0,52.0,96.0,87.0,88.0,88.0,69.0
SNORA68,6.0,2.0,0.0,0.0,3.0,1.0,4.0,1.0,2.0,2.0
SNORA69,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0
SNORA70,30.0,76.0,56.0,57.0,54.0,71.0,41.0,52.0,54.0,31.0
SNORA70B,0.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0
SNORA70C,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
SNORA70D,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA70E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA70F,3.0,5.0,1.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0
SNORA70G,6.0,20.0,12.0,26.0,12.0,9.0,11.0,23.0,3.0,4.0
SNORA71A,1.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0
SNORA71B,1.0,3.0,0.0,3.0,1.0,3.0,2.0,1.0,1.0,0.0
SNORA71C,1.0,9.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0
SNORA71D,1.0,14.0,3.0,7.0,2.0,5.0,3.0,1.0,0.0,3.0
SNORA71E,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA72,6.0,3.0,0.0,4.0,1.0,6.0,3.0,4.0,0.0,2.0
SNORA73A,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
SNORA73B,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0
SNORA74A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SNORA74B,1.0,1.0,1.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0
SNORA75,1.0,0.0,3.0,2.0,0.0,1.0,2.0,4.0,0.0,0.0
SNORA76A,0.0,7.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0
SNORA76C,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
SNORA77,0.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0
SNORA78,3.0,18.0,8.0,5.0,5.0,9.0,2.0,48.0,12.0,3.0
SNORA79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SNORA7A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORA7B,2.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
SNORA8,15.0,8.0,6.0,17.0,5.0,10.0,13.0,15.0,3.0,7.0
SNORA80A,1.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0
SNORA80B,1.0,7.0,0.0,3.0,2.0,9.0,1.0,4.0,1.0,4.0
SNORA80E,0.0,3.0,0.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0
SNORA81,15.0,14.0,1.0,5.0,9.0,9.0,7.0,3.0,0.0,6.0
SNORA84,0.0,4.0,2.0,3.0,2.0,2.0,4.0,0.0,0.0,1.0
SNORA9,13.0,16.0,6.0,17.0,9.0,11.0,8.0,5.0,7.0,8.0
SNORD10,19.0,69.0,22.0,22.0,14.0,33.0,23.0,12.0,14.0,8.0
SNORD100,0.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0
SNORD101,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
SNORD102,1.0,4.0,0.0,1.0,1.0,1.0,7.0,5.0,0.0,1.0
SNORD103A,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SNORD103B,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SNORD104,1.0,4.0,0.0,2.0,1.0,2.0,0.0,5.0,0.0,0.0
SNORD105,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD105B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD108,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD109A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD109B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD11,6.0,2.0,2.0,5.0,3.0,4.0,1.0,8.0,1.0,0.0
SNORD110,2.0,6.0,2.0,4.0,2.0,1.0,8.0,2.0,1.0,1.0
SNORD111,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
SNORD111B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
SNORD112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD113-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD113-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD113-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD113-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD113-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD113-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD113-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD113-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD113-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD114-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-48,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
SNORD115-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD115-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SNORD116-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-23,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
SNORD116-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SNORD116-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD116-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNORD117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
